"factId","metricId","metricName","scopeType","scopeName","month","value","unit","numerator","denominator","formula","quality","alert","inputs","sources"
"F0055","budget_execution","人工成本预算执行率","部门","连锁部","累计","23.65","%","1257.61","5317.43","累计实际人工成本 ÷ 全年人工成本预算 × 100%","已核对","null","[{""name"":""1—6月实际人工成本"",""value"":1257.61,""unit"":""万元""},{""name"":""全年人工成本预算"",""value"":5317.43,""unit"":""万元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""matchedRows"":1590},{""table"":""26年预测人工成本"",""fields"":[""部门"",""人工成本预算""],""rowRefs"":[""labor_budget.tsv#row3""]}]"
"F0056","fee_rate","费率/总成本率","部门","分销部","1月","38.81","%","1157.17","2981.45","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""critical"",""label"":""严重预警"",""message"":""费率≥30%，超过暂定红线""}","[{""name"":""部门总成本"",""value"":1157.17,""unit"":""万元""},{""name"":""部门实际销额"",""value"":2981.45,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]}]"
"F0057","human_efficiency","人效","部门","分销部","1月","23.66","万元/人","2981.45","126","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":2981.45,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":126,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=分销部；月份=1月"",""matchedRows"":126}]"
"F0058","labor_cost","人工成本","部门","分销部","1月","82.34","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":823400,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=分销部；月份=1月"",""matchedRows"":126}]"
"F0059","fee_rate","费率/总成本率","部门","分销部","2月","9.97","%","165.77","1661.92","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":165.77,""unit"":""万元""},{""name"":""部门实际销额"",""value"":1661.92,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]}]"
"F0060","human_efficiency","人效","部门","分销部","2月","13.62","万元/人","1661.92","122","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":1661.92,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":122,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=分销部；月份=2月"",""matchedRows"":122}]"
"F0061","labor_cost","人工成本","部门","分销部","2月","96.77","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":967700,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=分销部；月份=2月"",""matchedRows"":122}]"
"F0062","fee_rate","费率/总成本率","部门","分销部","3月","8.23","%","224.67","2730.87","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":224.67,""unit"":""万元""},{""name"":""部门实际销额"",""value"":2730.87,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]}]"
"F0063","human_efficiency","人效","部门","分销部","3月","22.76","万元/人","2730.87","120","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":2730.87,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":120,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=分销部；月份=3月"",""matchedRows"":120}]"
"F0064","labor_cost","人工成本","部门","分销部","3月","77.4","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":774000,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=分销部；月份=3月"",""matchedRows"":120}]"
"F0065","fee_rate","费率/总成本率","部门","分销部","4月","9.95","%","167","1678.29","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":167,""unit"":""万元""},{""name"":""部门实际销额"",""value"":1678.29,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]}]"
"F0066","human_efficiency","人效","部门","分销部","4月","14.22","万元/人","1678.29","118","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":1678.29,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":118,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=分销部；月份=4月"",""matchedRows"":118}]"
"F0067","labor_cost","人工成本","部门","分销部","4月","73.16","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":731600,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=分销部；月份=4月"",""matchedRows"":118}]"
"F0068","fee_rate","费率/总成本率","部门","分销部","5月","12.41","%","168.49","1357.55","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":168.49,""unit"":""万元""},{""name"":""部门实际销额"",""value"":1357.55,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]}]"
"F0069","human_efficiency","人效","部门","分销部","5月","11.6","万元/人","1357.55","117","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":1357.55,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":117,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=分销部；月份=5月"",""matchedRows"":117}]"
"F0070","labor_cost","人工成本","部门","分销部","5月","93.08","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":930800,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=分销部；月份=5月"",""matchedRows"":117}]"
"F0071","fee_rate","费率/总成本率","部门","分销部","6月","6.57","%","113.8","1733.33","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":113.8,""unit"":""万元""},{""name"":""部门实际销额"",""value"":1733.33,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]}]"
"F0072","human_efficiency","人效","部门","分销部","6月","15.34","万元/人","1733.33","113","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":1733.33,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":113,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row2"",""department_rate.tsv#row8""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=分销部；月份=6月"",""matchedRows"":113}]"
"F0073","labor_cost","人工成本","部门","分销部","6月","113.8","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":1138000,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=分销部；月份=6月"",""matchedRows"":113}]"
"F0074","budget_execution","人工成本预算执行率","部门","分销部","累计","17.64","%","536.55","3042.17","累计实际人工成本 ÷ 全年人工成本预算 × 100%","已核对","null","[{""name"":""1—6月实际人工成本"",""value"":536.55,""unit"":""万元""},{""name"":""全年人工成本预算"",""value"":3042.17,""unit"":""万元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""matchedRows"":716},{""table"":""26年预测人工成本"",""fields"":[""部门"",""人工成本预算""],""rowRefs"":[""labor_budget.tsv#row2""]}]"
"F0075","fee_rate","费率/总成本率","部门","O2O部","1月","null","%","9.04","0","总成本 ÷ 实际销额 × 100%","实际销额为0","{""level"":""data-gap"",""label"":""无法计算"",""message"":""实际销额为0，费率不具备判断基础""}","[{""name"":""部门总成本"",""value"":9.04,""unit"":""万元""},{""name"":""部门实际销额"",""value"":0,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]}]"
"F0076","human_efficiency","人效","部门","O2O部","1月","0","万元/人","0","7","实际销额 ÷ 当月发薪人数","实际销额为0","null","[{""name"":""部门实际销额"",""value"":0,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":7,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=O2O部；月份=1月"",""matchedRows"":7}]"
"F0077","labor_cost","人工成本","部门","O2O部","1月","9.03","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":90300,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=O2O部；月份=1月"",""matchedRows"":7}]"
"F0078","fee_rate","费率/总成本率","部门","O2O部","2月","null","%","8.61","0","总成本 ÷ 实际销额 × 100%","实际销额为0","{""level"":""data-gap"",""label"":""无法计算"",""message"":""实际销额为0，费率不具备判断基础""}","[{""name"":""部门总成本"",""value"":8.61,""unit"":""万元""},{""name"":""部门实际销额"",""value"":0,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]}]"
"F0079","human_efficiency","人效","部门","O2O部","2月","0","万元/人","0","7","实际销额 ÷ 当月发薪人数","实际销额为0","null","[{""name"":""部门实际销额"",""value"":0,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":7,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=O2O部；月份=2月"",""matchedRows"":7}]"
"F0080","labor_cost","人工成本","部门","O2O部","2月","8.61","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":86100,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=O2O部；月份=2月"",""matchedRows"":7}]"
"F0081","fee_rate","费率/总成本率","部门","O2O部","3月","null","%","9.42","0","总成本 ÷ 实际销额 × 100%","实际销额为0","{""level"":""data-gap"",""label"":""无法计算"",""message"":""实际销额为0，费率不具备判断基础""}","[{""name"":""部门总成本"",""value"":9.42,""unit"":""万元""},{""name"":""部门实际销额"",""value"":0,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]}]"
"F0082","human_efficiency","人效","部门","O2O部","3月","0","万元/人","0","7","实际销额 ÷ 当月发薪人数","实际销额为0","null","[{""name"":""部门实际销额"",""value"":0,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":7,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=O2O部；月份=3月"",""matchedRows"":7}]"
"F0083","labor_cost","人工成本","部门","O2O部","3月","9.42","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":94200,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=O2O部；月份=3月"",""matchedRows"":7}]"
"F0084","fee_rate","费率/总成本率","部门","O2O部","4月","null","%","14.25","0","总成本 ÷ 实际销额 × 100%","实际销额为0","{""level"":""data-gap"",""label"":""无法计算"",""message"":""实际销额为0，费率不具备判断基础""}","[{""name"":""部门总成本"",""value"":14.25,""unit"":""万元""},{""name"":""部门实际销额"",""value"":0,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]}]"
"F0085","human_efficiency","人效","部门","O2O部","4月","0","万元/人","0","6","实际销额 ÷ 当月发薪人数","实际销额为0","null","[{""name"":""部门实际销额"",""value"":0,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":6,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=O2O部；月份=4月"",""matchedRows"":6}]"
"F0086","labor_cost","人工成本","部门","O2O部","4月","14.25","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":142500,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=O2O部；月份=4月"",""matchedRows"":6}]"
"F0087","fee_rate","费率/总成本率","部门","O2O部","5月","null","%","2.61","0","总成本 ÷ 实际销额 × 100%","实际销额为0","{""level"":""data-gap"",""label"":""无法计算"",""message"":""实际销额为0，费率不具备判断基础""}","[{""name"":""部门总成本"",""value"":2.61,""unit"":""万元""},{""name"":""部门实际销额"",""value"":0,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]}]"
"F0088","human_efficiency","人效","部门","O2O部","5月","0","万元/人","0","5","实际销额 ÷ 当月发薪人数","实际销额为0","null","[{""name"":""部门实际销额"",""value"":0,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":5,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=O2O部；月份=5月"",""matchedRows"":5}]"
"F0089","labor_cost","人工成本","部门","O2O部","5月","2.61","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":26100,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=O2O部；月份=5月"",""matchedRows"":5}]"
"F0090","fee_rate","费率/总成本率","部门","O2O部","6月","null","%","3.75","0","总成本 ÷ 实际销额 × 100%","实际销额为0","{""level"":""data-gap"",""label"":""无法计算"",""message"":""实际销额为0，费率不具备判断基础""}","[{""name"":""部门总成本"",""value"":3.75,""unit"":""万元""},{""name"":""部门实际销额"",""value"":0,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]}]"
"F0091","human_efficiency","人效","部门","O2O部","6月","0","万元/人","0","2","实际销额 ÷ 当月发薪人数","实际销额为0","null","[{""name"":""部门实际销额"",""value"":0,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":2,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row11"",""department_rate.tsv#row12""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=O2O部；月份=6月"",""matchedRows"":2}]"
"F0092","labor_cost","人工成本","部门","O2O部","6月","3.75","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":37500,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=O2O部；月份=6月"",""matchedRows"":2}]"
"F0093","budget_execution","人工成本预算执行率","部门","O2O部","累计","null","%","47.67","0","累计实际人工成本 ÷ 全年人工成本预算 × 100%","预算缺失","null","[{""name"":""1—6月实际人工成本"",""value"":47.67,""unit"":""万元""},{""name"":""全年人工成本预算"",""value"":0,""unit"":""万元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""matchedRows"":34},{""table"":""26年预测人工成本"",""fields"":[""部门"",""人工成本预算""],""rowRefs"":[]}]"
"F0094","fee_rate","费率/总成本率","部门","电商部","1月","188.21","%","1386.47","736.65","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""critical"",""label"":""严重预警"",""message"":""费率≥30%，超过暂定红线""}","[{""name"":""部门总成本"",""value"":1386.47,""unit"":""万元""},{""name"":""部门实际销额"",""value"":736.65,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]}]"
"F0095","human_efficiency","人效","部门","电商部","1月","122.78","万元/人","736.65","6","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":736.65,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":6,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=电商部；月份=1月"",""matchedRows"":6}]"
"F0096","labor_cost","人工成本","部门","电商部","1月","11.26","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":112600,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=电商部；月份=1月"",""matchedRows"":6}]"
"F0097","fee_rate","费率/总成本率","部门","电商部","2月","33.17","%","133.01","400.98","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""critical"",""label"":""严重预警"",""message"":""费率≥30%，超过暂定红线""}","[{""name"":""部门总成本"",""value"":133.01,""unit"":""万元""},{""name"":""部门实际销额"",""value"":400.98,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]}]"
"F0098","human_efficiency","人效","部门","电商部","2月","66.83","万元/人","400.98","6","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":400.98,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":6,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=电商部；月份=2月"",""matchedRows"":6}]"
"F0099","labor_cost","人工成本","部门","电商部","2月","12.8","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":128000,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=电商部；月份=2月"",""matchedRows"":6}]"
"F0100","fee_rate","费率/总成本率","部门","电商部","3月","28.86","%","134.81","467.19","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""warning"",""label"":""关注"",""message"":""费率≥20%，进入关注区间""}","[{""name"":""部门总成本"",""value"":134.81,""unit"":""万元""},{""name"":""部门实际销额"",""value"":467.19,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]}]"
"F0101","human_efficiency","人效","部门","电商部","3月","58.4","万元/人","467.19","8","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":467.19,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":8,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=电商部；月份=3月"",""matchedRows"":8}]"
"F0102","labor_cost","人工成本","部门","电商部","3月","14.2","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":142000,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=电商部；月份=3月"",""matchedRows"":8}]"
"F0103","fee_rate","费率/总成本率","部门","电商部","4月","27.67","%","146.77","530.52","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""warning"",""label"":""关注"",""message"":""费率≥20%，进入关注区间""}","[{""name"":""部门总成本"",""value"":146.77,""unit"":""万元""},{""name"":""部门实际销额"",""value"":530.52,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]}]"
"F0104","human_efficiency","人效","部门","电商部","4月","58.95","万元/人","530.52","9","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":530.52,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":9,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=电商部；月份=4月"",""matchedRows"":9}]"
"F0105","labor_cost","人工成本","部门","电商部","4月","26.56","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":265600,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=电商部；月份=4月"",""matchedRows"":9}]"
"F0106","fee_rate","费率/总成本率","部门","电商部","5月","3.86","%","18.73","485.08","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":18.73,""unit"":""万元""},{""name"":""部门实际销额"",""value"":485.08,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]}]"
"F0107","human_efficiency","人效","部门","电商部","5月","48.51","万元/人","485.08","10","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":485.08,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":10,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=电商部；月份=5月"",""matchedRows"":10}]"
"F0108","labor_cost","人工成本","部门","电商部","5月","18.73","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":187300,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=电商部；月份=5月"",""matchedRows"":10}]"
"F0109","fee_rate","费率/总成本率","部门","电商部","6月","6.59","%","19.99","303.31","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":19.99,""unit"":""万元""},{""name"":""部门实际销额"",""value"":303.31,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]}]"
